Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
Amazon,JNE3797-KR-XXL,Western Dress,XXL,1,INR,725,Nacharam,TELANGANA,500076,IN,FALSE
Nalli,JNE3879-DR-M,Western Dress,M,1,INR,661,Nashik,MAHARASHTRA,422214,IN,FALSE
Amazon,JNE2014-KR-178-XL,kurta,XL,1,INR,353,BENGALURU,KARNATAKA,560024,IN,FALSE
Others,JNE3291-KR-XXXL,kurta,3XL,1,INR,399,Bengaluru,KARNATAKA,560050,IN,FALSE
Ajio,JNE3465-KR-L,kurta,L,1,INR,469,CHANDRAPUR,MAHARASHTRA,442401,IN,FALSE
Myntra,SET383-KR-NP-XXL,Set,XXL,1,INR,631,MEERUT,UTTAR PRADESH,250001,IN,FALSE
Amazon,SET239-KR-NP-XXL,Set,XXL,1,INR,648,BAREILLY,UTTAR PRADESH,243001,IN,FALSE
Amazon,SET331-KR-NP-L,Set,L,1,INR,589,JALPAIGURI,WEST BENGAL,734008,IN,FALSE
Myntra,SET291-KR-PP-M,Set,M,1,INR,569,NAVI MUMBAI,MAHARASHTRA,400702,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,GAYA,BIHAR,823001,IN,FALSE
Flipkart,SET304-KR-DPT-XS,Set,XS,1,INR,1186,THIRUTHURAIPOONDI,TAMIL NADU,614713,IN,FALSE
Amazon,SET183-KR-DH-M,Set,M,1,INR,759,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE
Amazon,SET308-KR-PP-XXL,Set,XXL,1,INR,696,BHILAI,CHHATTISGARH,490009,IN,FALSE
Nalli,SET331-KR-NP-L,Set,L,1,INR,597,KORBA,CHHATTISGARH,495454,IN,FALSE
Myntra,JNE3463-KR-XS,kurta,XS,1,INR,568,GUNTUR,ANDHRA PRADESH,522001,IN,FALSE
Myntra,J0003-SET-XL,Set,XL,1,INR,696,SONIPAT,HARYANA,131001,IN,FALSE
Myntra,JNE3721-KR-XL,kurta,XL,1,INR,292,NEYYATTINKARA,KERALA,695133,IN,FALSE
Ajio,JNE3476-KR-XL,kurta,XL,1,INR,405,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Amazon,SET342-KR-NP-N-XS,Set,XS,1,INR,899,BAHRAICH,UTTAR PRADESH,271821,IN,FALSE
Ajio,J0121-TP-L,Top,L,1,INR,249,NEW DELHI,DELHI,110089,IN,FALSE
Ajio,SET291-KR-PP-S,Set,S,1,INR,569,VISNAGAR,GUJARAT,384315,IN,FALSE
Amazon,SET331-KR-NP-L,Set,L,1,INR,597,"Malpur road, modasa",GUJARAT,383315,IN,FALSE
Myntra,NW016-ST-SR-S,Set,S,1,INR,537,GONDIYA,MAHARASHTRA,441614,IN,FALSE
Myntra,SET062-KR-SP-XS,Set,XS,1,INR,650,JAMUHAN,UTTAR PRADESH,206244,IN,FALSE
Myntra,PJNE3440-KR-N-4XL,kurta,4XL,1,INR,534,KOLKATA,WEST BENGAL,700060,IN,FALSE
Meesho,SET289-KR-NP-XXL,Set,XXL,1,INR,526,MUMBAI,MAHARASHTRA,400102,IN,FALSE
Flipkart,J0301-TP-XL,Top,XL,1,INR,493,UTTARPARA KOTRUNG,WEST BENGAL,712232,IN,FALSE
Amazon,SAR010,Saree,Free,1,INR,459,JAMNAGAR,GUJARAT,361007,IN,FALSE
Amazon,J0230-SKD-XS,Set,XS,1,INR,969,CHENNAI,TAMIL NADU,600106,IN,FALSE
Amazon,PJNE3399-KR-N-6XL,kurta,6XL,1,INR,469,Pimpri chinchwad,MAHARASHTRA,411027,IN,FALSE
Ajio,J0349-SET-M,Set,M,1,INR,801,RATLAM,MADHYA PRADESH,457001,IN,FALSE
Amazon,JNE3721-KR-L,kurta,L,1,INR,292,NAGAON,ASSAM,782003,IN,FALSE
Amazon,SET398-KR-PP-L,Set,L,1,INR,1115,GURUGRAM,HARYANA,122003,IN,FALSE
Myntra,SET265-KR-NP-XL,Set,XL,1,INR,888,BENGALURU,KARNATAKA,560078,IN,FALSE
Flipkart,SET246-KR-PP-S,Set,S,1,INR,435,NEW DELHI,DELHI,110016,IN,FALSE
Meesho,JNE3465-KR-XL,kurta,XL,1,INR,517,CHANDRAPUR,MAHARASHTRA,442903,IN,FALSE
Meesho,JNE3672-TU-L,Top,L,1,INR,574,MUMBAI,MAHARASHTRA,400080,IN,FALSE
Amazon,J0151-KR-S,kurta,S,1,INR,499,KUNNAMKULAM,KERALA,680503,IN,FALSE
Amazon,J0008-SKD-M,Set,M,1,INR,1075,SECUNDERABAD,TELANGANA,500003,IN,FALSE
Others,JNE3795-KR-XXXL,kurta,3XL,1,INR,486,JAIPUR,RAJASTHAN,302020,IN,FALSE
Ajio,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,724,HYDERABAD,TELANGANA,500032,IN,FALSE
Myntra,J0415-DR-XL,Western Dress,XL,1,INR,899,VADODARA,GUJARAT,390008,IN,FALSE
Myntra,J0379-SKD-S,Set,S,1,INR,1369,THRIPPUNITHURA,KERALA,682301,IN,FALSE
Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,735,THALASSERY,KERALA,670107,IN,FALSE
Flipkart,SET435-KR-NP-M,Set,M,1,INR,1399,balrampur,UTTAR PRADESH,271201,IN,FALSE
Flipkart,SET250-KR-SHA-XXXL,Set,3XL,1,INR,648,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE
Ajio,NW024-TP-PJ-XXL,Set,XXL,1,INR,586,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE
Myntra,J0335-DR-M,Western Dress,M,1,INR,807,KOZHIKODE,KERALA,673016,IN,FALSE
Amazon,J0189-TP-M,Top,M,1,INR,329,Balangir,ODISHA,767001,IN,FALSE
Amazon,SET349-KR-NP-XL,Set,XL,1,INR,958,GUWAHATI,ASSAM,781028,IN,FALSE
Amazon,JNE3878-KR-XXL,kurta,XXL,1,INR,399,COIMBATORE,TAMIL NADU,641036,IN,FALSE
Amazon,JNE3794-KR-M,kurta,M,1,INR,517,Ropar,PUNJAB,140001,IN,FALSE
Ajio,J0003-SET-XXL,Set,XXL,1,INR,654,VARANASI,UTTAR PRADESH,221001,IN,FALSE
Nalli,JNE3861-DR-XXL,Western Dress,XXL,1,INR,1044,FARIDABAD,HARYANA,121006,IN,FALSE
Flipkart,SET324-KR-NP-L,Set,L,1,INR,635,LAKHIMPUR,UTTAR PRADESH,262701,IN,FALSE
Amazon,JNE3784-KR-L,kurta,L,1,INR,496,JODHPUR,RAJASTHAN,342001,IN,FALSE
Flipkart,JNE3739-KR-M,kurta,M,1,INR,459,THIRUVANANTHAPURAM,KERALA,695005,IN,FALSE
Others,SET324-KR-NP-XXXL,Set,3XL,1,INR,597,HYDERABAD,TELANGANA,500020,IN,FALSE
Myntra,J0113-TP-M,Top,M,1,INR,574,BENGALURU,KARNATAKA,560035,IN,FALSE
Amazon,JNE3636-KR-XXXL,kurta,3XL,1,INR,459,DAMOH,MADHYA PRADESH,470661,IN,FALSE
Amazon,SET319-KR-NP-XL,Set,XL,1,INR,877,BENGALURU,KARNATAKA,560032,IN,FALSE
Myntra,SET223-KR-NP-S,Set,S,1,INR,629,CHENNAI,TAMIL NADU,600013,IN,FALSE
Flipkart,JNE3797-KR-A-M,Western Dress,M,1,INR,771,PUNE,MAHARASHTRA,411048,IN,FALSE
Myntra,MEN5002-KR-M,kurta,M,1,INR,688,HYDERABAD,TELANGANA,500090,IN,FALSE
Amazon,SET393-KR-NP-XXXL,Set,3XL,1,INR,955,JALGAON,MAHARASHTRA,425003,IN,FALSE
Flipkart,SET327-KR-DPT-XS,Set,XS,1,INR,999,HYDERABAD,TELANGANA,500080,IN,FALSE
Flipkart,JNE3363-KR-1032-XL,kurta,XL,1,INR,376,HYDERABAD,TELANGANA,500085,IN,FALSE
Amazon,J0340-TP-S,Top,S,1,INR,908,SHAMLI,UTTAR PRADESH,247776,IN,FALSE
Amazon,SET195-KR-NP-A-L,Set,L,1,INR,729,GANGTOK,SIKKIM,737101,IN,FALSE
Myntra,BL104-XL,Blouse,XL,1,INR,625,CHHINDWARA,MADHYA PRADESH,480441,IN,FALSE
Amazon,JNE2049-KR-351-XL,kurta,XL,1,INR,435,INDORE,MADHYA PRADESH,452002,IN,FALSE
Amazon,MEN5012-KR-L,kurta,L,1,INR,655,NEW DELHI,DELHI,110024,IN,FALSE
Amazon,JNE2265-KR-501-L,kurta,L,1,INR,318,COIMBATORE,TAMIL NADU,641025,IN,FALSE
Myntra,SET349-KR-NP-XXXL,Set,3XL,1,INR,958,NEW DELHI,DELHI,110084,IN,FALSE
Flipkart,JNE3861-DR-L,Western Dress,L,1,INR,744,coimbatore,TAMIL NADU,641006,IN,FALSE
Amazon,J0230-SKD-M,Set,M,1,INR,1112,GURUGRAM,HARYANA,122001,IN,FALSE
Amazon,SET360-KR-NP-XL,Set,XL,1,INR,1138,Hyderabad,TELANGANA,501401,IN,FALSE
Amazon,SET282-KR-PP-XL,Set,XL,1,INR,1053,SIRSHA,WEST BENGAL,713385,IN,FALSE
Nalli,SET360-KR-NP-XL,Set,XL,1,INR,1126,LUCKNOW,UTTAR PRADESH,226018,IN,TRUE
Ajio,SET355-KR-PP-XXL,Set,XXL,1,INR,1426,JALNA,MAHARASHTRA,431203,IN,FALSE
Myntra,SET321-KR-DPT-M,Set,M,1,INR,967,KANNIYAKUMARI,TAMIL NADU,629702,IN,FALSE
Amazon,SET435-KR-NP-S,Set,S,1,INR,1399,DEOBAND,UTTAR PRADESH,247554,IN,FALSE
Flipkart,SET291-KR-PP-M,Set,M,1,INR,563,BENGALURU,KARNATAKA,560098,IN,FALSE
Myntra,SET356-KR-NP-XS,Set,XS,1,INR,999,HYDERABAD,TELANGANA,500037,IN,FALSE
Others,JNE3568-KR-XL,kurta,XL,1,INR,399,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE
Myntra,JNE3735-KR-S,kurta,S,1,INR,386,VISAKHAPATNAM,ANDHRA PRADESH,530016,IN,FALSE
Flipkart,JNE3797-KR-XL,Western Dress,XL,1,INR,735,Kolkata,WEST BENGAL,700034,IN,FALSE
Ajio,J0213-TP-L,Top,L,1,INR,563,Ahmedabad,GUJARAT,382424,IN,FALSE
Myntra,MEN5001-KR-XXXL,kurta,3XL,1,INR,499,Faridabad,HARYANA,121004,IN,FALSE
Myntra,SAR005,Saree,Free,1,INR,560,AHMEDABAD,GUJARAT,380008,IN,FALSE
Myntra,JNE3797-KR-L,Western Dress,L,1,INR,735,THANE,MAHARASHTRA,400615,IN,FALSE
Amazon,SET293-KR-NP-L,Set,L,1,INR,702,SULTANPUR,UTTAR PRADESH,228001,IN,FALSE
Amazon,SET224-KR-NP-XXL,Set,XXL,1,INR,1299,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,FALSE
Myntra,PJNE3364-KR-6XL,kurta,6XL,1,INR,452,JODHPUR,RAJASTHAN,342001,IN,FALSE
Others,JNE3797-KR-S,Western Dress,S,1,INR,735,BENGALURU,KARNATAKA,560001,IN,FALSE
Amazon,J0008-SKD-XS,Set,XS,1,INR,1133,ANJUNA,GOA,403509,IN,FALSE
Flipkart,JNE3862-TU-L,Top,L,1,INR,836,AMRITSAR,PUNJAB,143001,IN,FALSE
Myntra,JNE2014-KR-178-S,kurta,S,1,INR,359,KOLLAM,KERALA,691522,IN,FALSE
Amazon,MEN5011-KR-M,kurta,M,1,INR,495,NEW DELHI,DELHI,110033,IN,FALSE
Ajio,JNE3825-KR-M,kurta,M,1,INR,474,KHARDAHA,WEST BENGAL,700116,IN,FALSE
Myntra,JNE3822-KR-L,kurta,L,1,INR,449,UJJAIN,MADHYA PRADESH,456010,IN,FALSE
Myntra,SET291-KR-PP-L,Set,L,1,INR,563,MANGALURU,KARNATAKA,575030,IN,FALSE
Myntra,SET183-KR-DH-M,Set,M,1,INR,759,BHUBANESWAR,ODISHA,751017,IN,FALSE
Myntra,J0419-TP-L,Top,L,1,INR,791,BENGALURU,KARNATAKA,560016,IN,FALSE
Myntra,J0234-SKD-M,Set,M,1,INR,1213,HYDERABAD,TELANGANA,500060,IN,FALSE
Amazon,JNE2291-KR-602-M,kurta,M,1,INR,376,MANUGUR,TELANGANA,507116,IN,FALSE
Flipkart,SET363-KR-NP-XL,Set,XL,1,INR,1149,BAREILLY,UTTAR PRADESH,243001,IN,FALSE
Flipkart,J0351-SET-L,Set,L,1,INR,771,GORAKHPUR,UTTAR PRADESH,273001,IN,FALSE
Amazon,JNE3510-KR-L,kurta,L,1,INR,471,HYDERABAD,TELANGANA,500085,IN,FALSE
Amazon,J0239-SKD-XL,Set,XL,1,INR,1299,ANANTAPUR,ANDHRA PRADESH,515004,IN,FALSE
Nalli,JNE3797-KR-M,Western Dress,M,1,INR,735,BENGALURU,KARNATAKA,560079,IN,FALSE
Amazon,SET310-KR-NP-M,Set,M,1,INR,999,Secunderabad,TELANGANA,500026,IN,FALSE
Amazon,JNE3384-KR-M,kurta,M,1,INR,295,BENGALURU,KARNATAKA,560070,IN,FALSE
Ajio,J0335-DR-M,Western Dress,M,1,INR,807,ROURKELA,ODISHA,769008,IN,FALSE
Flipkart,SET398-KR-PP-S,Set,S,1,INR,1186,LEH,LADAKH,194101,IN,FALSE
Meesho,SET388-KR-NP-XS,Set,XS,1,INR,1299,KOTA,RAJASTHAN,324010,IN,FALSE
Ajio,JNE3741-KR-XXXL,kurta,3XL,1,INR,432,SOLAPUR,MAHARASHTRA,413002,IN,FALSE
Flipkart,JNE3710-DR-XL,Western Dress,XL,1,INR,690,Vijayawada,ANDHRA PRADESH,520004,IN,FALSE
Amazon,JNE3798-KR-M,Western Dress,M,1,INR,715,AMALAPURAM,ANDHRA PRADESH,533201,IN,FALSE
Flipkart,SET323-KR-NP-L,Set,L,1,INR,939,MUMBAI,MAHARASHTRA,400011,IN,FALSE
Myntra,SET073-KR-SHA-XXL,Set,XXL,1,INR,824,pathankot,PUNJAB,145001,IN,FALSE
Nalli,J0124-TP-XXL,Top,XXL,1,INR,570,RANCHI,JHARKHAND,834009,IN,FALSE
Others,SET145-KR-NP-XXL,Set,XXL,1,INR,764,Dombivli,MAHARASHTRA,421201,IN,FALSE
Amazon,MEN5024-KR-S,kurta,S,1,INR,495,BARRACKPORE,WEST BENGAL,700122,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
Amazon,JNE3619-KR-M,kurta,M,1,INR,292,CHENNAI,TAMIL NADU,600018,IN,FALSE
Amazon,SET378-KR-NP-L,Set,L,1,INR,1221,KURNOOL,ANDHRA PRADESH,518001,IN,FALSE
Meesho,SET348-KR-NP-XXL,Set,XXL,1,INR,968,"PHULPUR,ALLAHABAD",UTTAR PRADESH,212404,IN,FALSE
Amazon,JNE3794-KR-M,kurta,M,1,INR,517,NARSAMPET,TELANGANA,506132,IN,FALSE
Myntra,BTM042-PP-S,Bottom,S,1,INR,317,FARIDABAD,HARYANA,121004,IN,FALSE
Nalli,J0092-SET-XXXL,Set,3XL,1,INR,818,THRISSUR,KERALA,680020,IN,FALSE
Flipkart,JNE3797-KR-S,Western Dress,S,1,INR,735,BHILWARA,RAJASTHAN,311001,IN,FALSE
Amazon,PJNE3607-KR-5XL,kurta,5XL,1,INR,505,VISAKHAPATNAM,ANDHRA PRADESH,530017,IN,FALSE
Amazon,JNE3862-TU-XXL,Top,XXL,1,INR,599,AHMEDABAD,GUJARAT,382346,IN,FALSE
Amazon,JNE3775-KR-XL,kurta,XL,1,INR,291,DULIAJAN,ASSAM,786602,IN,FALSE
Flipkart,JNE3801-KR-M,kurta,M,1,INR,735,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201318,IN,FALSE
Myntra,JNE3797-KR-XL,Western Dress,XL,1,INR,771,HYDERABAD,TELANGANA,500044,IN,FALSE
Ajio,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,715,ERNAKULAM,KERALA,682038,IN,FALSE
Meesho,JNE3465-KR-L,kurta,L,1,INR,491,CHENNAI,TAMIL NADU,600030,IN,FALSE
Amazon,J0301-TP-L,Top,L,1,INR,693,NEW DELHI,DELHI,110058,IN,FALSE
Amazon,J0244-SKD-XL,Set,XL,1,INR,1164,Noida,UTTAR PRADESH,201301,IN,TRUE
Amazon,SET144-KR-NP-XXL,Set,XXL,1,INR,788,NEW DELHI,DELHI,110023,IN,FALSE
Flipkart,JNE3634-KR-XL,kurta,XL,1,INR,511,NEW DELHI,DELHI,110092,IN,FALSE
Others,JNE3440-KR-N-XS,kurta,XS,1,INR,379,PADAPPAI,TAMIL NADU,601301,IN,FALSE
Flipkart,JNE3568-KR-M,kurta,M,1,INR,399,GURUGRAM,HARYANA,122011,IN,FALSE
Flipkart,JNE3802-KR-XS,kurta,XS,1,INR,453,Faridabad,HARYANA,121007,IN,FALSE
Nalli,J0352-KR-S,kurta,S,1,INR,635,LUCKNOW,UTTAR PRADESH,226021,IN,FALSE
Nalli,J0119-TP-XXXL,Top,3XL,1,INR,540,New Delhi,Delhi,110065,IN,FALSE
Nalli,SET183-KR-DH-M,Set,M,1,INR,759,PATNA,BIHAR,801503,IN,FALSE
Myntra,J0008-SKD-L,Set,L,1,INR,1133,Belagavi,KARNATAKA,590006,IN,FALSE
Flipkart,JNE3291-KR-XXL,kurta,XXL,1,INR,442,NAGAPATTINAM,TAMIL NADU,609807,IN,FALSE
Amazon,J0295-DR-L,Western Dress,L,1,INR,807,HYDERABAD,TELANGANA,500013,IN,FALSE
Flipkart,SET233-KR-PP-L,Set,L,1,INR,529,RAIPUR,CHHATTISGARH,492001,IN,FALSE
Amazon,SET433-KR-NP-M,Set,M,1,INR,560,DAVANAGERE,KARNATAKA,577004,IN,FALSE
Flipkart,SET197-KR-NP-XXL,Set,XXL,1,INR,759,MUMBAI,MAHARASHTRA,400097,IN,FALSE
Myntra,J0283-SET-XL,Set,XL,1,INR,1018,RAMAGUNDAM,TELANGANA,505208,IN,FALSE
Amazon,J0097-KR-S,kurta,S,1,INR,534,Chandigarh,PUNJAB,160103,IN,FALSE
Flipkart,J0306-DR-XXL,Western Dress,XXL,1,INR,1044,New delhi,DELHI,110005,IN,FALSE
Myntra,JNE3618-KR-L,kurta,L,1,INR,375,KOLHAPUR,MAHARASHTRA,416012,IN,FALSE
Amazon,JNE2014-KR-178-XXL,kurta,XXL,1,INR,353,KOLKATA,WEST BENGAL,700005,IN,FALSE
Amazon,J0344-TP-M,Top,M,1,INR,550,NTPC SIMHADRI TOWNSHIP,ANDHRA PRADESH,531020,IN,FALSE
Flipkart,JNE3797-KR-XL,Western Dress,XL,1,INR,735,NEW DELHI,DELHI,110061,IN,FALSE
Amazon,JNE3817-KR-S,kurta,S,1,INR,436,TONK,RAJASTHAN,305801,IN,FALSE
Amazon,JNE3800-KR-L,Western Dress,L,1,INR,735,AHMEDABAD,GUJARAT,382481,IN,FALSE
Flipkart,J0301-TP-M,Top,M,1,INR,464,GURUGRAM,HARYANA,122022,IN,FALSE
Amazon,JNE3518-KR-S,kurta,S,1,INR,487,BENGALURU,KARNATAKA,561203,IN,FALSE
Flipkart,JNE3797-KR-S,Western Dress,S,1,INR,715,THALASSERY,KERALA,670642,IN,FALSE
Myntra,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,735,Pune,MAHARASHTRA,411045,IN,FALSE
Myntra,J0005-DR-XXL,Western Dress,XXL,1,INR,899,Nagpur,MAHARASHTRA,440013,IN,FALSE
Myntra,JNE3784-KR-XXL,kurta,XXL,1,INR,517,HYDERABAD,TELANGANA,502319,IN,FALSE
Myntra,SET385-KR-NP-XL,Set,XL,1,INR,631,SOHNA,HARYANA,122102,IN,FALSE
Flipkart,JNE3634-KR-L,kurta,L,1,INR,544,LUDHIANA,PUNJAB,141004,IN,FALSE
Amazon,SET324-KR-NP-XL,Set,XL,1,INR,597,NEW DELHI,DELHI,110075,IN,FALSE
Nalli,SET376-KR-NP-XS,Set,XS,1,INR,560,BENGALURU,KARNATAKA,560037,IN,FALSE
Others,JNE3861-DR-XL,Western Dress,XL,1,INR,744,BENGALURU,KARNATAKA,562123,IN,FALSE
Myntra,SET244-KR-NP-M,Set,M,1,INR,799,CHENNAI,TAMIL NADU,600073,IN,FALSE
Myntra,SET224-KR-NP-XL,Set,XL,1,INR,1299,New Delhi,DELHI,110019,IN,FALSE
Myntra,J0027-SET-S,Set,S,1,INR,625,Mancherial,TELANGANA,504208,IN,FALSE
Flipkart,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,771,MUMBAI,MAHARASHTRA,400009,IN,FALSE
Myntra,JNE3364-KR-1051-A-L,kurta,L,1,INR,376,ALMORA,UTTARAKHAND,263601,IN,FALSE
Amazon,J0153-DR-XL,Western Dress,XL,1,INR,443,NEW TOWN,WEST BENGAL,700135,IN,FALSE
Ajio,JNE3865-TP-XXXL,Top,3XL,1,INR,599,HYDERABAD,TELANGANA,500005,IN,FALSE
Amazon,J0308-DR-XXXL,Western Dress,3XL,1,INR,665,SRINAGAR,JAMMU & KASHMIR,190002,IN,FALSE
Ajio,JNE3721-KR-L,kurta,L,1,INR,322,MUMBAI,MAHARASHTRA,400055,IN,FALSE
Amazon,JNE3665-TP-S,Top,S,1,INR,493,Ambarnath,MAHARASHTRA,421502,IN,FALSE
Nalli,JNE3468-KR-L,kurta,L,1,INR,397,HYDERABAD,TELANGANA,500047,IN,FALSE
Amazon,JNE3797-KR-A-S,Western Dress,S,1,INR,725,PUNE,MAHARASHTRA,411015,IN,FALSE
Flipkart,SET339-KR-NP-XXXL,Set,3XL,1,INR,688,RAJAHMUNDRY,ANDHRA PRADESH,533101,IN,FALSE
Flipkart,JNE3800-KR-XXL,Western Dress,XXL,1,INR,725,CHENNAI,TAMIL NADU,600041,IN,FALSE
Flipkart,SET304-KR-DPT-XS,Set,XS,1,INR,1125,PUNE,MAHARASHTRA,411041,IN,FALSE
Amazon,PJNE3373-KR-N-5XL,kurta,5XL,1,INR,836,NATTAKAM,KERALA,686013,IN,FALSE
Meesho,PJNE3440-KR-N-5XL,kurta,5XL,1,INR,534,KOLKATA,WEST BENGAL,700027,IN,FALSE
Ajio,JNE3633-KR-XXXL,kurta,3XL,1,INR,459,MUMBAI,MAHARASHTRA,400080,IN,FALSE
Amazon,SET110-KR-PP-M,Set,M,1,INR,788,KOLKATA,WEST BENGAL,700103,IN,FALSE
Amazon,JNE3675-TU-L,Top,L,1,INR,545,MYSORE,KARNATAKA,571107,IN,FALSE
Flipkart,MEN5021-KR-XXL,kurta,XXL,1,INR,754,PIRANGUT,MAHARASHTRA,412115,IN,FALSE
Flipkart,MEN5024-KR-XXL,kurta,XXL,1,INR,665,Kota,KARNATAKA,576221,IN,FALSE
Myntra,JNE3440-KR-N-XXXL,kurta,3XL,1,INR,399,AGRA,UTTAR PRADESH,282005,IN,FALSE
Ajio,JNE2270-KR-487-A-L,kurta,L,1,INR,518,HUBBALLI,KARNATAKA,580024,IN,FALSE
Amazon,J0003-SET-L,Set,L,1,INR,664,THIRUVALLA,KERALA,689551,IN,FALSE
Myntra,JNE3879-DR-XXXL,Western Dress,3XL,1,INR,791,MUMBAI,MAHARASHTRA,400053,IN,FALSE
Flipkart,JNE3781-KR-L,kurta,L,1,INR,416,Mumbai,MAHARASHTRA,400053,IN,FALSE
Amazon,J0308-DR-M,Western Dress,M,1,INR,625,JAGDALPUR,CHHATTISGARH,494001,IN,FALSE
Amazon,JNE3568-KR-L,kurta,L,1,INR,399,SOUTH WEST DELHI,DELHI,110078,IN,FALSE
Amazon,J0338-DR-L,Western Dress,L,1,INR,744,VISAKHAPATNAM,ANDHRA PRADESH,530044,IN,FALSE
Amazon,SET253-KR-NP-XXL,Set,XXL,1,INR,699,FERRARGUNJ,ANDAMAN & NICOBAR ,744103,IN,FALSE
Myntra,JNE3611-KR-M,kurta,M,2,INR,698,PARAVUR,KERALA,683520,IN,FALSE
Amazon,SET187-KR-DH-XL,Set,XL,1,INR,599,HYDERABAD,TELANGANA,500044,IN,FALSE
Flipkart,JNE3404-KR-XXL,kurta,XXL,1,INR,517,NEW DELHI,DELHI,110017,IN,FALSE
Others,JNE2100-KR-144-L,kurta,L,1,INR,357,Ranchi,JHARKHAND,834009,IN,FALSE
Myntra,J0150-KR-XXL,kurta,XXL,1,INR,399,NEW DELHI,DELHI,110085,IN,FALSE
Nalli,J0230-SKD-S,Set,S,1,INR,1111,BHUSAWAL,MAHARASHTRA,425201,IN,FALSE
Amazon,J0003-SET-S,Set,S,1,INR,655,JAGTIAL,TELANGANA,505327,IN,FALSE
Others,SET187-KR-DH-XL,Set,XL,1,INR,599,BHUBANESWAR,ODISHA,751031,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,Chennai,TAMIL NADU,600041,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,MUMBAI,MAHARASHTRA,400072,IN,FALSE
Flipkart,JNE3761-KR-XXL,kurta,XXL,1,INR,301,CHENNAI,TAMIL NADU,602024,IN,FALSE
Nalli,JNE3797-KR-M,Western Dress,M,1,INR,735,HYDERABAD,TELANGANA,500032,IN,FALSE
Amazon,J0157-DR-XL,Western Dress,XL,1,INR,908,LUCKNOW,UTTAR PRADESH,226001,IN,FALSE
Flipkart,SET182-KR-DH-S,Set,S,1,INR,657,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Amazon,JNE3784-KR-M,kurta,M,1,INR,458,THANE,MAHARASHTRA,400607,IN,FALSE
Nalli,JNE3789-KR-M,kurta,M,1,INR,383,AHMADNAGAR,MAHARASHTRA,414006,IN,FALSE
Flipkart,JNE3160-KR-L,kurta,L,1,INR,729,DURGAPUR,WEST BENGAL,713204,IN,FALSE
Myntra,JNE3487-KR-L,kurta,L,1,INR,362,BANGALORE,KARNATAKA,560037,IN,FALSE
Others,JNE3783-KR-S,kurta,S,1,INR,481,GWALIOR,MADHYA PRADESH,474010,IN,FALSE
Flipkart,JNE3795-KR-L,kurta,L,1,INR,486,BANGALORE,KARNATAKA,560008,IN,FALSE
Meesho,JNE3800-KR-M,Western Dress,M,1,INR,735,TALEGAON MIDC,MAHARASHTRA,410507,IN,FALSE
Flipkart,J0152-DR-XL,Western Dress,XL,1,INR,1249,NEW DELHI,DELHI,110074,IN,FALSE
Amazon,J0297-TP-XXL,Top,XXL,1,INR,574,Mumbai,MAHARASHTRA,400064,IN,FALSE
Myntra,SET098-KR-PP-M,Set,M,1,INR,696,BENGALURU,KARNATAKA,560066,IN,FALSE
Amazon,SET269-KR-NP-XXL,Set,XXL,1,INR,824,BENGALURU,KARNATAKA,560098,IN,FALSE
Others,SET197-KR-NP-L,Set,L,1,INR,759,MUMBAI,MAHARASHTRA,400017,IN,FALSE
Meesho,J0119-TP-XL,Top,XL,1,INR,750,DELHI,DELHI,110092,IN,FALSE
Amazon,J0119-TP-M,Top,M,1,INR,758,NEW DELHI,DELHI,110045,IN,FALSE
Meesho,MEN5012-KR-S,kurta,S,1,INR,499,BENGALURU,KARNATAKA,560076,IN,TRUE
Myntra,J0236-SKD-S,Set,S,1,INR,950,SINGTAM,SIKKIM,737134,IN,FALSE
Amazon,J0005-DR-XS,Western Dress,XS,1,INR,1249,CUTTACK,ODISHA,754112,IN,FALSE
Flipkart,SET110-KR-PP-XS,Set,XS,1,INR,788,BALAGHAT,MADHYA PRADESH,481001,IN,FALSE
Myntra,JNE2199-KR-411-A-L,kurta,L,1,INR,394,CHENNAI,TAMIL NADU,600119,IN,FALSE
Flipkart,JNE3761-KR-XXL,kurta,XXL,2,INR,582,NELLORE,ANDHRA PRADESH,524001,IN,FALSE
